title,released_year,duration,genre,description,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,api_error,totalSeasons,imageid,format
MS Dhoni: The Untold Story               ,2016,2h 58m  ,Biopic         ,"A tell-all tale about the life and times of Indian cricketer Mahendra Singh Dhoni, mapping his journey from a ticket collector to a celebrated sportsman. How did India get one of its favourite cricketers? Watch the life and struggles of MS Dhoni in his journey to become a respected sportsperson in this biopic. A tell-all tale about the life and times of Indian cricketer Mahendra Singh Dhoni, mapping his journey; from a ticket collector to a celebrated cricketer.",Not Rated,30 Sep 2016,184 min,"Biography, Drama, Sport",Neeraj Pandey,"Neeraj Pandey, Dilip Jha, Shyam Maheshwari","Sushant Singh Rajput, Kiara Advani, Disha Patani",Mahendra Singh Dhoni is a goalkeeper in school football team.Bannerjee a school cricket coach asks him to join his cricket team and practice daily with him for two hours time passes and he becomes a big state level cricketer but for a long time his luck doesn't favor him to become a member of Indian Cricket team.Dhoni takes up a job in Indian Railways as a ticket checker and plays cricket for the railways after long wait of 4 years he gets selected in Indian Cricket team and turns to be one of the best cricketing captains in history of Indian Cricket.,Hindi,India,12 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BM2UwZTNkMmItYmYzOS00MTk3LTg3NDgtNzg5ZjYxNTIzNzY4XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""75%""}]",N/A,8.0,"71,851",tt4169250,movie,N/A,"$1,801,550",N/A,N/A,,,0214,jpg
Himmat                                   ,2016,2h 12m  ,Action         ,"An ex-military officer turned vigilante, Gana falls in love with Hansita, who agrees to marry him only if he gives up his violent ways. Will he?",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0215,
Housefull 3                              ,2016,2h 8m   ,Comedy         ,"With superstition plaguing his mind, a Gujarati businessman doesn't want his three daughters to get married. Who will win over this overprotective father?",Not Rated,03 Jun 2016,140 min,"Action, Comedy, Romance","Sajid, Farhad Samji","K. Subhash, Farhad Samji, Sajid","Akshay Kumar, Abhishek Bachchan, Riteish Deshmukh","London based business men Batuk Patel lives with his three daughters Ganga (Gracy),Jamuna (Jenny) and Saraswati (Sarah).The sisters want to get married to their boyfriends Sandy,Teddy and Bunty and speak to their father.But Aakhri Pasta a restaurant owner whose also a fortune teller to Batuk tells him that he will die if his daughter's boyfriend's speak,see or step into his house.Sandi,Teddy and Bunty pretend to be disable and enter the house and suspect each other of being normal and want to expose one another.But Batuk shares secret with Pasta that the daughters don't belong to him but his friend a Mumbai based Don Urja Nagre whose currently serving a jail term.",Hindi,India,2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BYzIzMGJlNjgtYTUzMy00NGY2LWI1ZDktMDM0OTdiY2EzM2YxXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""23%""}]",N/A,4.9,"11,062",tt4559046,movie,N/A,"$1,326,999",N/A,N/A,,,0216,jpg
Khiladi Lakshmana                        ,2016,2h 21m  ,Action         ,"Lakshmana, a happy-go-lucky guy, has a past, whereas Anjali is on a mission to avenge a personal loss. Will destiny bring their paths together?",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0217,
L7                                       ,2016,1h 46m  ,Horror         ,Arun and Sandhya begin their happily ever after in a new home. Their happiness is short-lived as Arun discovers that Sandhya is possessed. Is she?,N/A,21 Oct 2016,125 min,Thriller,Mukund Pandey,Mukund Pandey,"Ajay, Baby Akshara, Bhavana Baratwal",A man must go to great lengths to save his wife.,Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BNWE4OTA1ZDEtNGI4Ny00NTQyLThlNzAtZTM1M2EyOTczOTM4XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.9/10""}]",N/A,4.9,82,tt6173444,movie,N/A,N/A,N/A,N/A,,,0218,jpg
Hyper                                    ,2016,2h 9m   ,Action         ,"A loving son comes forward to help his father, an honest government employee, who is being harassed by a corrupt politician.",Not Rated,30 Sep 2016,144 min,"Action, Drama",Santosh Srinivas,"Rishabh Purohit, Abburi Ravi, Santosh Srinivas","Ram Pothineni, Raashi Khanna, Sathyaraj",Narayana Murthy(Satya Raj) is a honest government employee. His son Surya (Ram) loves him such a way that he is ready to die or kill anyone. One day when he was about to meet with an accident Gaja(MuralI Sharma) a gangster protects him. For that Surya befriends Gaja. One day Rajappa(Rao Ramesh) blackmails Narayana Murthy for approval of the building which is illegally constructed. But Gaja is none other than the right hand of Rajappa. Rajappa orders Gaja to kill Narayana Murthy family. The rest of the story is how Surya protects from clutches of Rajappa,Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BZDJmM2RiOTAtMzU4Ny00ZTAzLTgxM2YtN2MxODYyNzdkMDdkXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}]",N/A,5.7,986,tt6128292,movie,N/A,N/A,N/A,N/A,,,0219,jpg
ISM                                      ,2016,2h 8m   ,Action         ,"On a mission to expose an underworld kingpin, a journalist finds himself trapped in the dark web of corrupt politicos and underworld goons.",Not Rated,21 Oct 2016,132 min,"Action, Crime, Thriller",Puri Jagannadh,"Puri Jagannadh, Anil Paduri, A.R. Sreedhar","Nandamuri Kalyan Ram, Aditi Arya, Jagapathi Babu",Hackers and gangsters collide in this story about the fight against corruption.,Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BN2YyOTc0YWEtMmM5Yy00N2ExLThjNjEtMGRkY2RiYTQ1NjA3XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}]",N/A,5.6,477,tt6130166,movie,N/A,"$134,165",N/A,N/A,,,0220,jpg
Janatha Garage                           ,2016,2h 30m  ,Action         ,"Satyam, the owner of Janatha Garage, earns a reputation as the saviour of the neighbourhood. His life changes when he meets Anand.",Not Rated,02 Sep 2016,162 min,"Action, Drama",Koratala Siva,"Mayank Jain, Koratala Siva","N.T. Rama Rao Jr., Mohanlal, Samantha Ruth Prabhu","An environmental activist comes to Hyderabad to attend a seminar, where an unexpected encounter with a man who runs an organization for the oppressed, changes his purpose in life.",Telugu,India,19 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNGUyN2ZiOGYtYmFjNi00NGVkLThlMzEtMjdlOGE0ZTgzZGFlXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}]",N/A,7.2,"8,893",tt5946852,movie,N/A,N/A,N/A,N/A,,,0221,jpg
Jaguar                                   ,2016,1h 51m  ,Action         ,"To avenge his father's death, a young medical student, Krishna takes law into his own hands. On the road to justice, he falls in love with his classmate.",Not Rated,05 Oct 2016,153 min,Action,"A. Mahadev, Gururaj M. Desai","Gururaj M. Desai, Vishwa Karun, A. Mahadev","Nikhil Gowda, Deepti Sati, Jagapathi Babu","Krishna, a young medical student, strikes against corrupt figures of power as a vigilante and tries to decribes his father's injustice death while trying to win the love of his friend's sister as a college student.","Kannada, Telugu",India,1 nomination,https://m.media-amazon.com/images/M/MV5BNDE2ZTI1NDUtNzQ3MS00MDM4LWEwMDUtNmUzNTJlYWNkYjc0XkEyXkFqcGdeQXVyNTE1MDI2MjU@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.4/10""}]",N/A,5.4,413,tt6024364,movie,N/A,N/A,N/A,N/A,,,0222,
Lion Shiva                               ,2016,1h 29m  ,Thriller       ,"Suffering from tunnel vision, Ravi witnesses a murder. On realising that he can't afford to cure his impending blindness, he resorts to illegal solutions.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0223,
Mirzya                                   ,2016,2h 4m   ,Romance        ,"The legend of star-crossed lovers Mirzya-Sahiban lives on when Munish meets his childhood love, Suchitra, but discovers she's engaged to the local prince.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0224,
Express Khiladi                          ,2016,2h 29m  ,Romance        ,A pantry boy and a young girl fall for each other onboard a train bound for Chennai. They find themselves in danger when a gang of dacoits hijacks the train.,,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0225,
Neerja                                   ,2016,1h 56m  ,Biopic         ,"A biopic on the brave Neerja Bhanot, the head purser had sacrificed her life for the safety of her passengers when terrorists hijacked Pan Am Flight 73.",Not Rated,19 Feb 2016,122 min,"Biography, Drama, Thriller",Ram Madhvani,"Saiwyn Quadras, Sanyuktha Chawla Shaikh","Sonam Kapoor, Shabana Azmi, Yogendra Tikku","Neerja is the story of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",Hindi,India,43 wins & 37 nominations total,https://m.media-amazon.com/images/M/MV5BYjg1OGMyZjktYzBhYS00NTkwLWE3NTUtZGEwZjc5Njc1NDk1XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""100%""}]",N/A,7.6,"25,107",tt5286444,movie,N/A,"$1,585,687",N/A,N/A,,,0226,jpg
Oozham - It's Just A Matter Of Time      ,2016,2h      ,Action         ,"Surya, a demolition expert, watches his whole family being murdered on a video call. After coming to India, he learns the plot is more sinister than it appears.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0227,
Pink                                     ,2016,2h 10m  ,Drama          ,"When three single city girls meet a politician's kin and his friends, a night out becomes a nightmare, which then causes a clash of societal norms and justice.",Not Rated,16 Sep 2016,136 min,"Crime, Drama, Thriller",Aniruddha Roy Chowdhury,"Shoojit Sircar, Aniruddha Roy Chowdhury, Ritesh Shah","Amitabh Bachchan, Taapsee Pannu, Kirti Kulhari","Deepak is a lawyer suffering from bipolar disorder who experiences frequent mood swings. One night, Rajveer and his friends get drunk and try to molest Miss Arora and her two roommates leading to an accident. The film revolves around how Deepak fights the girls' case against these influential boys.",Hindi,India,21 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BZGY0NWI0NmQtMjhiYi00ZjM4LWJhNjMtOGRkOTc0ZjI5M2ZiXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""100%""}]",N/A,8.0,"49,994",tt5571734,movie,N/A,N/A,N/A,N/A,,,0228,jpg
Manithan                                 ,2016,2h 22m  ,Drama          ,"A struggling lawyer comes across a hit-and-run case and decides to fight for justice. However, he soon learns that there is more to it than meets the eye.",N/A,29 Apr 2016,150 min,"Drama, Thriller",I. Ahmed,"I. Ahmed, Ajayan Bala, Subhash Kapoor","Udhayanidhi Stalin, Prakash Raj, Hansika Motwani","A lawyer who wants to make it big in career to get the nod of his 'to-be' father-in-law fails repeatedly before opportunity presents itself in the form of a sensational land cruiser Hit-and-run case shrouded with mysteries. He takes on the best lawyer in town filing a PIL to re-open the case, trades blows and he discovers his true self in the process.",Tamil,India,N/A,https://m.media-amazon.com/images/M/MV5BYWY2ODNlZjYtZmY2My00NmRkLWE3NjktODg0ZjNlM2MxZWNjXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}]",N/A,6.9,"1,354",tt5673792,movie,N/A,N/A,N/A,N/A,,,0229,
Half Ticket                              ,2016,1h 49m  ,Drama          ,"Tempted to taste a slice of pizza, two young brothers from a slum pull out all the stops. And this journey makes them learn a thing or two about life.",N/A,22 Jul 2016,112 min,"Drama, Family",Samit Kakkad,Dnyanesh Zoting,"Anuya Baiche, Nitin Bodhare, Priyanka Bose","A film about desires and the yearning for the unattainable, Half Ticket is a story of two slum kids who are fascinated with the arrival of a new pizza shop in their locality. Expensive beyond their means, they long to try one. But, fate has a different game in store for them. Weaving a story of myriad relationships in the world of the Have Nots, Half Ticket interlaces the story of the kids' desires for a Pizza with a mother's desire to bring her husband back home and a low-rent thug's desire for easy money. The film also metaphorically accounts the world of the 'Haves' and their desire for the little things in lives that eludes them and the desires invoked by television, which teaches us to salivate over things we never knew, otherwise existed. ln a world divided, the desires explored through the film showcase a world filled with expectations and aspirations - an entry ticket to an Exclusive Club.",Marathi,India,10 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOWU5M2QwMGQtOTk5MS00N2M4LWEzZGQtZmJmOWZiYjllYjRlXkEyXkFqcGdeQXVyMTMxODEwMTgy._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.5/10""}]",N/A,7.5,303,tt5641300,movie,N/A,N/A,N/A,N/A,,,0230,
Chennai 600028                           ,2016,2h 26m  ,Comedy         ,"The Chennai Sharks reunite for Raghu's wedding. However, a cricket match against a local team soon causes a series of unfortunate events in their lives.",N/A,09 Dec 2016,154 min,"Comedy, Drama, Romance",Venkat Prabhu,"K. Chandru, Venkat Prabhu","Jai, Shiva, Premji","The Chennai Sharks team, years after their happy go-lucky days, re-unite to celebrate the marriage of one of their own. In the events leading to the marriage, they end up enrolling for a cricket tournament which puts an ugly twist to the planned wedding. To get their friend's life back on track, Irony has the final say - They have to play another tournament to get a chance to make amends. Do they 'still' have it in them?!",Tamil,India,2 nominations,https://m.media-amazon.com/images/M/MV5BYWE4YmE4ZmEtMzgxNy00NTI1LWJjYWEtNzAyMjU0NDA5ODc2XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}]",N/A,6.9,"1,377",tt6317052,movie,N/A,N/A,N/A,N/A,,,0231,jpg
D-16                                     ,2016,1h 29m  ,Crime          ,"Retired inspector Deepak loses his leg during an investigation. Years later, he has to relive the dreaded past.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0232,
Remo                                     ,2016,2h 6m   ,Comedy         ,An aspiring actor falls in love with an engaged doctor. He disguises himself as a female nurse to get close to her so that she calls off her engagement.,Not Rated,07 Oct 2016,151 min,"Comedy, Romance",Bakkiyaraj Kannan,"Bakkiyaraj Kannan, Rishabh Purohit","Sivakarthikeyan, Keerthy Suresh, Anson Paul","Remo is an Indian Tamil-language romantic comedy film written and directed by Bakkiyaraj Kannan. The film stars Sivakarthikeyan and Keerthy Suresh in the leading roles, while Sathish, K. S. Ravikumar and Saranya Ponvannan among others portray supporting roles. Featuring music composed by Anirudh and cinematography by P. C. Sreeram, the film began production during October 2015 and released on 7th October, 2016",Tamil,India,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMmYwZjc3MTYtZjg4Ni00MWY3LThiNzctN2ZkOTVlMTMyOWMwXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}]",N/A,6.1,"4,493",tt6126294,movie,N/A,N/A,N/A,N/A,,,0233,jpg
Ranga Patanga                            ,2016,1h 39m  ,Drama          ,"When Jumman's beloved oxen goes missing, he decides to search them no matter what. However, on his quest to find them, he lands up in a media circus.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0234,
Rekka                                    ,2016,1h 54m  ,Action         ,"Known for helping girls in getting out of unwanted marriages, Siva has created enemies. Trouble ensues when he is trapped to kidnap a politico's daughter.",N/A,07 Oct 2016,141 min,Action,Rathina Shiva,Rathina Shiva,"Vijay Sethupathi, Lakshmi Menon, Sija Rose",A lawyer kidnaps a young woman without meaning to.,"Telugu, Tamil",India,1 win,https://m.media-amazon.com/images/M/MV5BODllYWVjNmEtZTFiOS00NjBkLTk3NGYtYTg5ZTg3OTM3NGU0XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.1/10""}]",N/A,5.1,907,tt6126312,movie,N/A,N/A,N/A,N/A,,,0235,jpg
Dear Dad                                 ,2016,1h 24m  ,Drama          ,A father-son duo embarks on a road trip where candid confessions and weird encounters not only brings them closer but also strengthens their bond.,N/A,06 May 2016,95 min,"Drama, Family",Tanuj Bhramar,N/A,"Arvind Swamy, Ekavali Khanna, Himanshu Sharma","Dear Dad is a bittersweet coming of age story; involving a father-son duo 14 year old Shivam, and his 45 year old dad Nitin Swaminathan. The father-son duo embarks on an impromptu road trip from their home, in Delhi, to Mussorie (Uttarakhand), where Shivam attends boarding school. Unexpected confessions, weird strangers, accidental meetings, a drunken escapade and singing in the rain all these add up to a complicated and sweet tale releasing on 13th May.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMjM5NzYxNjA3N15BMl5BanBnXkFtZTgwNTI2OTU5ODE@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""22%""}]",N/A,6.2,454,tt5615116,movie,N/A,N/A,N/A,N/A,,,0236,jpg
Dhruva                                   ,2016,2h 34m  ,Action         ,"Dhruva, an honest IPS officer is on a challenging mission to destroy Siddharth Abhimanyu, the evil genius behind a huge medical mafia.",Not Rated,09 Dec 2016,165 min,"Action, Crime, Thriller",Surender Reddy,"Mohan Raja, Vema Reddy, Surender Reddy","Ram Charan, Arvind Swamy, Rakul Preet Singh","Dhruva is an upcoming Action Thriller film directed by Surender Reddy and produced by Allu Aravind under his banner Geetha Arts. It features Ram Charan, Rakul Preet Singh and Aravind Swamy. It is an official remake of the Tamil film Thani Oruvan (2015). The film will feature music by Hiphop Tamizha, who composed for the Tamil original. and cinematography is handled by P. S. Vinod. The film was launched on 18 February 2016 and principal photography commenced on 22 February 2016. The film, initially set for release on 7 October, is scheduled for a worldwide release on 2 December 2016.",Telugu,India,9 nominations,https://m.media-amazon.com/images/M/MV5BNGRkNWU5ZTYtOGI1OS00NDgzLWE4ZmEtNTJhMGZiZjhkNjE1XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.7/10""}]",N/A,7.7,"8,119",tt6027478,movie,N/A,N/A,N/A,N/A,,,0237,jpg
Dishoom                                  ,2016,1h 56m  ,Action         ,"A no-nonsense cop accompanied by a rookie go on a 36-hour manhunt for a missing Indian cricketer, who has been kidnapped under mysterious circumstances.",Not Rated,29 Jul 2016,124 min,"Action, Adventure, Comedy",Rohit Dhawan,"Rohit Dhawan, Tushar Hiranandani, Hussain Dalal","John Abraham, Varun Dhawan, Jacqueline Fernandez","When India's top batsman Viraj goes missing in Middle East, two cops Kabir Shergill and Junaid Ansari from either side of Arabian Sea team for a 36-hours man hunt before the final match between India and Pakistan.",Hindi,India,2 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BOTAzMmNjYmItZTE4ZC00MGM3LWJmN2YtZDFlYzY2OTM2YjA3XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""50%""}]",N/A,5.2,"9,293",tt3679060,movie,N/A,"$812,737",N/A,N/A,,,0238,jpg
Dongri Ka Raja                           ,2016,2h 6m   ,Drama          ,"Raja, the wingman of Dongri's most powerful don, is next to take his legacy forward. All is well until he falls in love and decides to quit the path of crime.",N/A,11 Nov 2016,139 min,"Action, Drama, Musical",Hadi Abrar,M. Salim,"Ronit Roy, Ashmit Patel, Gashmeer Mahajani",Two lovers fall into a passionate love affair in the underworld.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMjM0ZmQ5N2QtYjczZi00MmYwLWI5ZmUtYTc0NDUwY2Y4MThiXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.2/10""}]",N/A,4.2,205,tt6046994,movie,N/A,N/A,N/A,N/A,,,0239,jpg
Shorgul                                  ,2016,2h 4m   ,Drama          ,"A Hindu boy is friends with a Muslim girl. However, with vested interests working against them to gain political mileage, their friendship is misconstrued.",N/A,01 Jul 2016,132 min,Drama,"Pranav Singh, Jitendra Tiwari","Khalid Azmi, Raj Verma, Shashie Vermaa","Jimmy Shergill, Ashutosh Rana, Rahul Chahan","Based on the innocent friendship between a Hindu boy Raghu and a Muslim girl which rapidly escalates into a political minefield, causing unrest and chaos in Uttar Pradesh.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BZWVjZDM3Y2UtMTk4Yi00ZWE3LWJjZTMtNzVkYjM0YTlkZmJiXkEyXkFqcGdeQXVyMjQwOTU5NTg@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""0%""}]",N/A,5.7,326,tt5752374,movie,N/A,N/A,N/A,N/A,,,0240,
Rowdy Sarkar                             ,2016,1h 44m  ,Drama          ,"The dreams of an aspiring cricketer come crashing down when he is engulfed in a false Naxal case and turns to a life of crime, gaining the name of Railway Raju.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0241,
Sanam Re                                 ,2016,1h 53m  ,Romance        ,"An unfortunate event separates a much-in-love couple. However, fate gives them a second chance at happiness. Will luck favour them now?",Not Rated,12 Feb 2016,120 min,"Drama, Romance",Divya Khossla,"Sanjeev Dutta, Hussain Dalal, Adhir Bhat","Rishi Kapoor, Pulkit Samrat, Yami Gautam",A man focused on his career finds solace when he reunites with his childhood sweetheart.,Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BNjQyYmM2NjktNDFiNy00NWJjLWI3MmQtYjQ0NjAxY2E0NjQ2XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""3.3/10""}]",N/A,3.3,"3,583",tt4262516,movie,N/A,N/A,N/A,N/A,,,0242,jpg
Sardar Gabbar Singh                      ,2016,2h 38m  ,Action         ,"Two childhood friends, Gabbar Singh and Samba, become police officers and decide to fight crime together. But what happens when they are at crossroads?",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0243,
Run                                      ,2016,1h 36m  ,Action         ,"Sanju's life turns upside down when he borrows money from a notorious gangster. On failing to return his money, Sanju has a lot at stake.",Not Rated,23 Mar 2016,110 min,"Action, Drama, Romance",Ani Kanneganti,"Alphonse Puthren, Ani Kanneganti, Prasanna Kumar Bezawada","Sundeep Kishan, Anisha Ambrose, Bobby Simha","Sanju (Sundeep Kishan) is a software engineer who looses his job during the recession time. Left with the responsibility of getting his sister married, Sanju takes a hand loan from a dreaded goon called Vaddi Raja (Bobby Simha). As times passes by, Sanju fails to repay the loan and this makes Vaddi Raja upset big time. He confronts Sanju and threatens him to pay his money back by the same evening. This is also the time when Sanju's love interest Ammu (Anisha Ambrose) leaves her house for good and joins Sanju. Rest of the story is as to how Sanju manages all his problems and comes out from the evil clutches of Vaddi Raja.",Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BZGVhZmFhODItNTdkZC00NDI1LTllYWEtNjdkN2I1ZDIyNGNmXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.5/10""}]",N/A,5.5,84,tt5584506,movie,N/A,N/A,N/A,N/A,,,0244,
Saat Uchakkey                            ,2016,2h 10m  ,Comedy         ,"Seven crooks in old Delhi earn their living by coning people. When they set out for a big heist in a old palace, things take a hilarious turn for the worst.",N/A,14 Oct 2016,139 min,Comedy,Sanjeev Sharma,"Sandeep Saket, Sanjeev Sharma","Manoj Bajpayee, Vijay Raaz, Aditi Sharma","SAAT UCHAKKEY is a comedy caper about 7 petty crooks blundering their way through an exciting gamut of mystery, greed, treachery and running into one riotous crisis after another. Set against the gritty backdrop of Old Delhi, this burlesque film opens a window into the unpredictable world of magical realism, where the lingo is spattered with the choicest of swear words and the mannerisms with sidesplitting humor.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMjhiZGI1ZmEtZWM2ZC00YTQzLTg2MDItZjg5ZmJlMDczYTU4XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""20%""}]",N/A,5.6,"1,103",tt5637188,movie,N/A,N/A,N/A,N/A,,,0245,jpg
Tere Bin Laden 2                         ,2016,1h 41m  ,Comedy         ,A US agent hires a budding Bollywood director to shoot fake footage that would prove the death of Osama Bin Laden!,,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0246,
Badmaash                                 ,2016,1h 38m  ,Romance        ,"Vijay and Priya are head over heels in love with each other. When a cruel villain enters their life, Vijay has to use all his wits to win his love back.",N/A,18 Nov 2016,124 min,Romance,Akash Srivatsa,Akash Srivatsa,"Dhananjaya, Sanchita Shetty, Rramprasadd Banavara","Set against an urban backdrop, ""Badmaash"" is a romantic thriller about Vijay, an intelligent, playful and witty lad and Priya, an RJ and a fiercely passionate Kannadiga who tries to teach Kannada and Indian culture to Non-Indians through street plays and theatrical plays. Right from their first encounter, Vijay develops a strong attraction for Priya which eventually turns to love. When everything seems perfect and romantic, the tone of the tale suddenly changes when a cruel yet highly intelligent villain comes in between them. From now on, how Vijay uses more of his brain like Chanakya to win his love back is what ""Badmaash"" is all about. ""Badmaash"" is a very apt title based on the hero's character - who is a Con Man. Badmaash is attribute of the character who will cheat you and walk away right in front of you with a smile on his face. The story of the film is like reading a newspaper covering news from politics to cricket, cinema to media, and astrology to scandals. Packed with numerous twists and turns, ""Badmaash"" is a romantic thriller, snowballing to an unusual and nail biting climax. What awaits the audience at the end will have them at the edge of their seats.",Kannada,"India, United States",N/A,https://m.media-amazon.com/images/M/MV5BY2YxYzEzZWQtNmUxNC00MjJjLTgyNTItNWUxYjYzMzE0MmFmXkEyXkFqcGdeQXVyNjg4Mjg2MzM@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}]",N/A,6.4,63,tt5226466,movie,N/A,N/A,N/A,N/A,,,0247,
Zubaan                                   ,2016,1h 51m  ,Drama          ,"After a bullying incident, Dilsher grows up with a speech impairment. Although he loves music, he is not able to conquer the demons in his head.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0248,
Anbudan Appavukku                        ,2016,2h 29m  ,Action         ,"Abhiram decides to seek revenge from Krishnamurthy, the man responsible for his father's misfortune. Will he get Krishnamurthy to pay for his sins?",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0249,
31st October                             ,2016,1h 36m  ,Action         ,"In the aftermath of Indira Gandhi's assassination, Devender Singh and his family get trapped in endless danger as the anti-Sikh riots break out in Delhi.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0250,
Traffic                                  ,2016,1h 40m  ,Action         ,A traffic constable accepts the challenge of traversing 150 km by road to transport a donor's heart for an immediate transplant. Inspired by a true event.,Not Rated,06 May 2016,104 min,"Adventure, Drama, Thriller",Rajesh Pillai,"Sanjay, Bobby, Suresh Nair","Manoj Bajpayee, Jimmy Shergill, Prasenjit Chatterjee",An emotional thriller based on a road trip from Mumbai to Pune. Inspired from the real events that happened in Chennai,Hindi,India,2 nominations,https://m.media-amazon.com/images/M/MV5BOTY0M2Q0OWUtNjlkNS00NDA3LWI3MjktMWUzZDFhZjMwZjkyXkEyXkFqcGdeQXVyMjQwOTU5NTg@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}]",N/A,6.7,"2,728",tt2939912,movie,N/A,N/A,N/A,N/A,,,0251,
